House ID,Golden Grains
6e33d16f,1382204.43233
6e33d172,1485306.88651
6e33d175,1267604.20869
6e33d17b,852615.366419
6e33d181,1347923.6656
6e33d184,1341320.05278
6e33d186,1309979.24725
6e33d18b,1475087.03637
6e33d191,1178492.6791
6e33d193,1396992.78958
6e33d197,1478993.19353
6e33d19b,1486231.43098
6e33d19f,1268431.10968
6e33d1a3,1271849.36784
6e33d1a7,1214812.98846
6e33d1ad,1351330.02249
6e33d1b1,1408210.41354
6e33d1b5,1464237.84168
6e33d1b9,1339466.21422
6e33d1bb,1365886.49433
6e33d1bf,1202141.01747
6e33d1c4,1419074.68157
6e33d1c7,1436033.22045
6e33d1cb,1537077.06584
6e33d1cd,1347986.90913
6e33d1d3,1245078.84567
6e33d1d9,1422874.62788
6e33d1dd,1225619.06932
6e33d1e1,1480631.0526
6e33d1e3,1020149.05795
6e33d1e8,1242423.32684
6e33d1ec,1190708.42945
6e33d1f2,1337212.72219
6e33d1f6,1272060.59135
6e33d1fa,1330287.10865
6e33d1ff,1397355.31444
6e33d205,1046993.30061
6e33d207,1258734.30112
6e33d209,1554322.79978
6e33d20e,1360951.45606
6e33d210,1190180.16594
6e33d216,1068860.38201
6e33d219,1124639.27061
6e33d21d,1112933.07575
6e33d221,1110994.28657
6e33d227,1325564.58593
6e33d22a,1178810.28135
6e33d22e,1305547.14266
6e33d230,1175996.24161
6e33d234,1451657.03027
6e33d239,972337.677168
6e33d23e,1375078.94721
6e33d241,1202499.13986
6e33d244,1349718.19148
6e33d247,1315795.64903
6e33d24b,1404244.0199
6e33d251,1061559.51506
6e33d253,1275505.76443
6e33d256,1181758.23576
6e33d25c,1291543.70566
6e33d25f,1420293.54427
6e33d262,1155915.93392
6e33d266,1376795.85928
6e33d26b,1432630.63604
6e33d26d,1512084.28782
6e33d26f,1497902.69641
6e33d274,1306695.76508
6e33d278,1227663.38196
6e33d27e,872110.514979
6e33d281,1419922.929
6e33d286,1364597.67688
6e33d28a,1413162.58508
6e33d28e,1392961.18885
6e33d293,1334312.46186
6e33d298,1531482.06458
6e33d29a,1435072.45457
6e33d29c,1186475.21477
6e33d29e,1150850.29008
6e33d2a1,1452132.84568
6e33d2a5,1080774.99335
6e33d2ab,1267275.07482
6e33d2b1,1258466.2594
6e33d2b6,1597032.25792
6e33d2bc,1312421.90488
6e33d2c0,1384483.16272
6e33d2c4,1079116.34384
6e33d2c6,968902.570692
6e33d2cb,1510890.94511
6e33d2d0,1183357.88139
6e33d2d5,1184221.39369
6e33d2db,1450950.02716
6e33d2e1,1282026.21499
6e33d2e7,927317.57254
6e33d2ea,1054123.13467
6e33d2ec,1329098.99978
6e33d2f2,1292689.09472
6e33d2f4,1502872.81062
6e33d2fa,1225837.47122
6e33d2fe,1252386.02655
6e33d303,1449920.25146
6e33d309,1305776.25755
6e33d30f,1286933.98733
6e33d312,1423117.74421
6e33d314,1221835.34878
6e33d31a,987416.77845
6e33d31e,1151968.53453
6e33d320,1128610.66415
6e33d326,1333400.52213
6e33d329,1436044.92494
6e33d32f,1147899.25786
6e33d333,1505882.26101
6e33d339,1391534.56827
6e33d33e,1431840.34358
6e33d340,1121379.77419
6e33d344,1336109.05268
6e33d34a,1068817.50827
6e33d34f,1389999.1933
6e33d353,1048769.48072
6e33d359,1131021.08665
6e33d35f,1278349.91481
6e33d362,1337953.4797
6e33d366,1536973.93332
6e33d368,1472388.88689
6e33d36e,1527716.06297
6e33d371,1440546.9792
6e33d376,1109534.00948
6e33d37c,1360092.32954
6e33d381,1445855.14128
6e33d383,1396484.5196
6e33d388,1346290.00211
6e33d38b,1161441.33681
6e33d38d,1487478.61114
6e33d38f,895617.036567
6e33d393,1350119.19908
6e33d399,1264091.03546
6e33d39d,1567014.14947
6e33d3a2,1428197.27247
6e33d3a7,1378872.04178
6e33d3ab,1007661.51885
6e33d3af,1265649.21902
6e33d3b5,1058723.20661
6e33d3bb,1278624.61729
6e33d3be,1119969.69426
6e33d3c2,1506132.95074
6e33d3c6,1415246.74195
6e33d3ca,1136916.05287
6e33d3cf,1156343.02532
6e33d3d2,1372476.48159
6e33d3d8,1450371.25285
6e33d3de,1347421.86887
6e33d3e0,1423091.79908
6e33d3e6,1291842.53063
6e33d3e8,1498762.12288
6e33d3ee,1437350.88167
6e33d3f0,1302952.24724
6e33d3f3,1463083.12854
6e33d3f5,1159998.01064
6e33d3f7,1539108.48594
6e33d3fd,1221531.16816
6e33d402,1168195.37149
6e33d405,1175987.53389
6e33d408,1571222.06752
6e33d40a,1524194.27058
6e33d40c,1319135.66488
6e33d40f,1481300.07653
6e33d413,1264408.04893
6e33d416,1404415.8814
6e33d419,1289641.31176
6e33d41f,1305264.54074
6e33d424,1509040.48116
6e33d429,1617180.262
6e33d42f,1387921.05284
6e33d433,1378207.64355
6e33d439,1206770.67284
6e33d43d,1331852.91601
6e33d441,1171740.46843
6e33d443,1062512.18322
6e33d445,1466311.49951
6e33d449,1406060.04638
6e33d44c,1247530.09039
6e33d450,1138106.86128
6e33d456,1310622.30713
6e33d45b,1615131.26551
6e33d45f,1403396.46593
6e33d461,1112206.61851
6e33d466,1246812.41461
6e33d46c,1254325.69186
6e33d46f,1147034.87334
6e33d471,1248184.49685
6e33d473,1165120.77325
6e33d478,1042475.19447
6e33d47c,1436154.35074
6e33d47e,1216612.38715
6e33d482,1302998.58236
6e33d486,1393285.88423
6e33d489,1477321.13273
6e33d48d,1219717.82083
6e33d48f,1362789.98287
6e33d491,1440595.52211
6e33d496,1127302.79813
6e33d49b,1117171.51721
6e33d4a1,1488780.90426
6e33d4a7,1056399.166
6e33d4ad,1568877.8643
6e33d4af,1319135.11638
6e33d4b3,1174511.37189
6e33d4b6,1338078.22247
6e33d4bc,1054609.16502
6e33d4c0,1413562.33908
6e33d4c4,1191271.94409
6e33d4c9,1254452.25523
6e33d4cd,902629.587176
6e33d4d0,1146214.91459
6e33d4d6,1475599.06909
6e33d4d8,1430387.36545
6e33d4dd,1045886.18016
6e33d4df,1449687.11556
6e33d4e2,1313073.88657
6e33d4e6,1496145.11318
6e33d4eb,1422762.1785
6e33d4ef,1336132.65429
6e33d4f1,1254320.90457
6e33d4f7,1089555.14909
6e33d4fb,1189186.14934
6e33d4fd,1403867.52644
6e33d4ff,1454568.03157
6e33d501,1445750.3388
6e33d503,1238783.65086
6e33d508,1533417.37951
6e33d50d,1419452.0229
6e33d513,1466947.34249
6e33d517,1365081.08604
6e33d51b,1341626.41961
6e33d521,1267356.92708
6e33d527,1348630.81086
6e33d52a,1493153.59588
6e33d52e,1285726.20364
6e33d534,1449833.8373
6e33d536,1324358.65387
6e33d53b,1460237.63078
6e33d540,1479711.96812
6e33d546,1371559.25976
6e33d54a,1318906.61568
6e33d54d,1394534.89115
6e33d553,1642860.48272
6e33d556,1479663.47233
6e33d55b,1377259.74145
6e33d560,1188281.03426
6e33d566,1421468.87315
6e33d56c,1387845.25367
6e33d56f,1321015.22236
6e33d573,1031241.03069
6e33d578,1640860.33288
6e33d57a,1365616.30208
6e33d57d,1452405.16224
6e33d581,1244446.33673
6e33d586,1489047.67198
6e33d589,1074185.78106
6e33d58e,1303894.21701
6e33d590,1546008.99028
6e33d594,1457492.11426
6e33d598,1283181.02378
6e33d59c,1274387.79057
6e33d5a0,1376150.85243
6e33d5a5,1452934.41711
6e33d5aa,1541964.31415
6e33d5ad,1477639.63679
6e33d5b2,1283944.07125
6e33d5b5,1070817.21835
6e33d5b9,1327296.31959
6e33d5bf,1398302.99235
6e33d5c4,1327991.30677
6e33d5c6,1271538.06802
6e33d5c9,1424651.60705
6e33d5ce,1449597.08609
6e33d5d0,1362194.56793
6e33d5d4,1228612.04755
6e33d5d6,1643984.65504
6e33d5dc,1253289.50251
6e33d5e2,1301291.82935
6e33d5e5,1338699.11068
6e33d5e7,1407516.84279
6e33d5eb,1483294.29549
6e33d5ee,1244706.95554
6e33d5f0,1312639.49059
6e33d5f6,1116653.96781
6e33d5fc,1587059.96804
6e33d600,1344261.88368
6e33d604,1167029.96427
6e33d607,1557476.45558
6e33d60d,1249182.60265
6e33d610,1344030.19456
6e33d616,1496470.26582
6e33d619,1340147.89192
6e33d61c,1394413.64071
6e33d620,1238420.7611
6e33d623,764523.822986
6e33d626,1387705.23886
6e33d62a,1315750.25314
6e33d62c,1362262.32908
6e33d62e,1026992.79009
6e33d632,1264180.95761
6e33d634,1430407.0479
6e33d637,1140917.81721
6e33d63d,1421209.42447
6e33d643,1207279.24467
6e33d645,1350934.83618
6e33d64a,1508899.94588
6e33d64e,1429493.60331
6e33d651,1277677.76148
6e33d656,1408454.65811
6e33d659,875201.598931
6e33d65b,1286760.03874
6e33d65e,1202153.82621
6e33d660,1303387.97566
6e33d666,1363565.94407
6e33d669,1353815.67359
6e33d66e,1473820.88617
6e33d673,1288008.0919
6e33d679,1258744.72792
6e33d67b,1299691.11991
6e33d681,1416500.78356
6e33d685,1475655.77262
6e33d687,1242722.0703
6e33d68b,1243554.01484
6e33d68d,1533042.77115
6e33d68f,1259028.6925
6e33d694,1441514.09622
6e33d699,1349073.76336
6e33d69c,1488373.93726
6e33d69f,1258437.12874
6e33d6a2,1086752.95226
6e33d6a4,1330206.96652
6e33d6a7,1345174.28294
6e33d6ad,1393396.36786
6e33d6af,1299859.34123
6e33d6b5,1452927.87178
6e33d6ba,1368420.22101
6e33d6c0,1341074.5893
6e33d6c2,1193215.24182
6e33d6c8,1029978.74469
6e33d6cb,1442177.65221
6e33d6cd,907314.693486
6e33d6d3,1300842.86692
6e33d6d6,1409468.22259
6e33d6db,1297953.82403
6e33d6e1,1413071.76891
6e33d6e6,1535304.53551
6e33d6ec,1360422.87585
6e33d6ee,1405458.61198
6e33d6f4,1339225.82119
6e33d6f9,1298774.18252
6e33d6fb,1223300.53037
6e33d701,1347593.59765
6e33d707,1211369.11123
6e33d70c,1411102.69015
6e33d711,1326250.91582
6e33d717,1353083.55941
6e33d719,983506.342267
6e33d71f,1341166.14717
6e33d723,1229298.47815
6e33d729,1179873.84243
6e33d72e,1345078.86066
6e33d731,1280196.50178
6e33d734,1074559.04659
6e33d738,1298568.15895
6e33d73c,1338774.68893
6e33d73e,1239331.44638
6e33d744,1394922.69206
6e33d748,1330320.99774
6e33d74a,1459154.06184
6e33d74c,1116547.42247
6e33d750,1100861.69041
6e33d756,1134660.60036
6e33d75b,870150.033883
6e33d761,1459623.17422
6e33d767,1120647.70312
6e33d76d,1399246.32588
6e33d76f,1272317.07695
6e33d773,1515677.99116
6e33d778,1425728.70299
6e33d77e,1381971.89927
6e33d781,1403910.76968
6e33d787,1500633.58189
6e33d78d,1179471.50723
6e33d792,1622355.26508
6e33d797,1349504.38652
6e33d799,1387706.41096
6e33d79c,1366634.74156
6e33d7a0,1023759.50559
6e33d7a6,1200090.94826
6e33d7a9,1409535.23464
6e33d7ae,1326962.78601
6e33d7b1,1272426.05839
6e33d7b7,1483841.78494
6e33d7ba,1402884.31164
6e33d7be,1371531.66647
6e33d7c3,1448030.64388
6e33d7c7,1142536.59172
6e33d7cd,1364620.41028
6e33d7d2,1361457.66297
6e33d7d8,1327862.29676
6e33d7dd,1256140.45084
6e33d7e0,1234481.28411
6e33d7e5,1293744.80326
6e33d7e9,1434212.99107
6e33d7ec,1399719.1451
6e33d7ee,1362155.71675
6e33d7f4,862904.21654
6e33d7f7,1269060.24078
6e33d7fb,1102856.88923
6e33d7fe,1403157.18635
6e33d801,1305752.44246
6e33d805,1160911.58857
6e33d808,1429472.82045
6e33d80a,1203795.01967
6e33d80c,1260260.15441
6e33d811,1447420.62606
6e33d817,1296489.18934
6e33d81a,750170.457524
6e33d820,1292409.05502
6e33d822,1257285.43296
6e33d825,1378204.454
6e33d827,1358169.67924
6e33d829,1353376.23875
6e33d82c,1345878.61645
6e33d82f,1087349.39553
6e33d833,1471205.62589
6e33d838,887320.508245
6e33d83a,1060728.73366
6e33d83c,1271856.45547
6e33d840,1337332.79906
6e33d842,1192416.93136
6e33d846,1314534.72743
6e33d849,1452592.73275
6e33d84d,1303374.27672
6e33d851,1227373.48313
6e33d856,1212399.61996
6e33d85c,1480255.97292
6e33d85f,1469547.25607
6e33d863,1502381.17036
6e33d865,1262013.00065
6e33d869,1253312.49105
6e33d86b,1232833.41031
6e33d86f,1415218.15166
6e33d871,1473371.83618
6e33d873,1429613.46014
6e33d876,1283355.13802
6e33d87b,1299433.59615
6e33d87f,1334711.30864
6e33d883,1492690.83634
6e33d889,1182871.50227
6e33d88c,1525495.63814
6e33d892,1392583.68556
6e33d895,1291279.47337
6e33d89b,1278412.89834
6e33d89e,1254536.05443
6e33d8a1,1409168.30043
6e33d8a3,1099140.20379
6e33d8a6,1545060.82797
6e33d8ab,968125.596959
6e33d8ad,1055337.48901
6e33d8b0,1329642.42325
6e33d8b4,1194410.83483
6e33d8b9,1238195.07554
6e33d8bc,1372795.29939
6e33d8bf,1382639.68129
6e33d8c3,1449030.71458
6e33d8c5,1055478.86181
6e33d8ca,1256879.31111
6e33d8cd,1334350.31194
6e33d8d2,1368884.44621
6e33d8d4,1332600.61192
6e33d8d6,1202196.8153
6e33d8dc,1454142.85777
6e33d8e2,1038737.8091
6e33d8e8,1413493.19546
6e33d8ed,1123080.26329
6e33d8f3,1409543.99208
6e33d8f9,1322126.99351
6e33d8ff,1210763.63485
6e33d905,1087340.43953
6e33d908,1659936.29303
6e33d90a,1173254.67409
6e33d90e,1371654.84465
6e33d911,1259425.58979
6e33d915,1082237.5649
6e33d918,1110696.18545
6e33d91a,1181217.18431
6e33d91f,1437250.50658
6e33d925,1257799.31477
6e33d927,1293817.69356
6e33d92d,1550083.38936
6e33d92f,1132161.77634
6e33d934,1112879.4841
6e33d938,1207956.54219
6e33d93c,1207426.30784
6e33d93f,1580969.64614
6e33d945,1432178.28749
6e33d948,1364600.46121
6e33d94a,1208360.39786
6e33d94d,1244967.77196
6e33d94f,1465606.38096
6e33d951,1382711.53634
6e33d957,1466572.09891
6e33d95d,1604387.88993
6e33d960,1123312.40865
6e33d964,1216862.01928
6e33d967,1488958.02535
6e33d96b,1303908.49809
6e33d970,1413040.6163
6e33d976,1127387.6035
6e33d978,1378773.35244
6e33d97e,1008092.06694
6e33d981,1630519.24614
6e33d985,977466.052464
6e33d98a,1287084.31344
6e33d98e,1263323.29257
6e33d991,1348696.35088
6e33d996,959262.743649
6e33d99a,1400755.48823
6e33d99e,1364228.28436
6e33d9a2,1482174.3069
6e33d9a4,1456820.51992
6e33d9aa,982735.773654
6e33d9af,1343416.5592
6e33d9b5,1423502.48345
6e33d9b8,1437026.89304
6e33d9bd,1405909.58247
6e33d9c2,1535319.00655
6e33d9c6,1470787.69054
6e33d9c9,1512759.9329
6e33d9ce,1091017.91746
6e33d9d3,1396209.57603
6e33d9d8,1242710.76389
6e33d9dd,1524542.18384
6e33d9e3,862038.01789
6e33d9e9,1233273.59998
6e33d9eb,1186818.70944
6e33d9f1,1236232.43168
6e33d9f6,929356.764729
6e33d9f9,1403796.28748
6e33d9ff,1368502.06261
6e33da04,1353400.51836
6e33da06,1426634.95722
6e33da08,1365430.29871
6e33da0c,1154659.71224
6e33da12,1167259.15717
6e33da18,1311863.97443
6e33da1e,1459902.29777
6e33da24,1549153.72105
6e33da26,1194145.56056
6e33da29,1417788.52392
6e33da2c,878889.037201
6e33da30,1261150.90008
6e33da35,1480494.36121
6e33da3b,1511311.53084
6e33da41,1164060.96187
6e33da46,1496783.04015
6e33da49,1104765.49338
6e33da4e,1485923.94096
6e33da50,1229394.74581
6e33da52,1372329.18691
6e33da57,1169749.01799
6e33da59,1408596.11876
6e33da5e,1363204.18932
6e33da60,964813.367427
6e33da63,1407044.33156
6e33da65,1298279.1919
6e33da68,1409828.71489
6e33da6d,1336591.06533
6e33da6f,1515539.39618
6e33da75,1153128.86005
6e33da7a,1384865.22695
6e33da7f,1390786.23033
6e33da81,1123836.47536
6e33da86,1105004.87004
6e33da89,1179515.48395
6e33da8e,1101731.0597
6e33da93,1449591.31307
6e33da95,1140153.98826
6e33da99,1303624.45361
6e33da9c,1411186.67364
6e33daa2,1041497.23449
6e33daa6,1477792.69125
6e33daa9,1197777.27373
6e33daaf,1356808.16627
6e33dab1,1206615.67107
6e33dab3,1387456.91245
6e33dab8,1269476.27143
6e33dabc,1333688.90761
6e33dabe,1317395.51831
6e33dac1,1004014.40788
6e33dac5,1511112.99733
6e33dac7,1108560.79518
6e33dacd,1422671.64353
6e33dad0,1482480.12345
6e33dad4,1207343.06062
6e33dad7,963362.961867
6e33dada,1242368.69048
6e33dadd,1246788.45475
6e33dae1,1321038.30928
6e33dae6,1225851.82661
6e33dae9,1359404.18441
6e33daef,1288436.73724
6e33daf1,1183566.29631
6e33daf4,1387470.7424
6e33daf7,1226505.0969
6e33daf9,1266023.85155
6e33dafb,1252308.43198
6e33db01,1334706.8361
6e33db06,1132237.13773
6e33db09,1290650.59523
6e33db0d,1339759.18229
6e33db0f,1498926.33576
6e33db12,1277506.2779
6e33db18,1551045.04284
6e33db1d,1479940.76972
6e33db22,1345997.39277
6e33db28,1520274.25862
6e33db2a,1302069.08459
6e33db2e,1456125.83939
6e33db34,1628785.02497
6e33db38,1269044.23091
6e33db3e,1213422.92853
6e33db41,1441223.21631
6e33db43,1464507.84083
6e33db49,1001549.69214
6e33db4b,1445887.85608
6e33db50,998732.059423
6e33db54,1429470.42076
6e33db56,1191684.37953
6e33db58,1128496.05134
6e33db5b,1181747.88087
6e33db61,1014437.835
6e33db64,1168414.90667
6e33db66,1357485.41762
6e33db6a,1286685.22995
6e33db6e,1361318.57883
6e33db71,1471898.63473
6e33db75,1265107.16192
6e33db79,1370272.95797
6e33db7c,1249750.57298
6e33db7f,1379446.46166
6e33db82,1400745.48911
6e33db87,1222046.6748
6e33db8a,1325267.75816
6e33db8f,1142289.0781
6e33db93,1445624.79299
6e33db98,1485525.39489
6e33db9a,1236543.67475
6e33db9c,1478819.24265
6e33db9e,1323212.85355
6e33dba0,1539978.3568
6e33dba2,801180.15956
6e33dba5,1508673.13699
6e33dbab,1392653.11374
6e33dbaf,1477528.09512
6e33dbb1,1478654.52257
6e33dbb7,1324740.52107
6e33dbbd,1005267.22091
6e33dbbf,1526319.69048
6e33dbc2,1354487.13036
6e33dbc5,1097827.62563
6e33dbcb,1245122.45745
6e33dbcf,1219532.40334
6e33dbd2,1218197.57302
6e33dbd8,1637393.99047
6e33dbdc,1506208.96984
6e33dbe2,1483331.05703
6e33dbe8,1474156.14227
6e33dbee,1243052.12197
6e33dbf2,1378590.86261
6e33dbf4,1205341.88804
6e33dbf7,1229497.65403
6e33dbfc,1127381.52962
6e33dc02,1493219.66156
6e33dc06,1407813.05923
6e33dc0b,1203120.85317
6e33dc0e,1400287.15058
6e33dc13,1276353.74873
6e33dc17,860931.396257
6e33dc1d,1466176.67822
6e33dc21,1325306.36964
6e33dc23,1289338.54457
6e33dc28,973465.846166
6e33dc2a,1384059.174
6e33dc2d,1294793.2902
6e33dc30,1239363.2237
6e33dc32,1327765.04814
6e33dc38,1372040.0578
6e33dc3a,1392131.62167
6e33dc3c,1318342.02352
6e33dc3f,1473941.79185
6e33dc41,1502499.01501
6e33dc45,977012.178865
6e33dc47,1062030.46655
6e33dc4d,1170090.7942
6e33dc52,1330795.95245
6e33dc57,1429213.65442
6e33dc5a,1210606.24574
6e33dc60,1343920.64124
6e33dc62,1041574.2799
6e33dc65,1463915.93824
6e33dc6b,1430389.77642
6e33dc6e,1174894.87188
6e33dc71,1258337.61173
6e33dc77,1253168.78317
6e33dc7d,1438110.44064
6e33dc80,1305541.017
6e33dc84,1177338.92256
6e33dc89,1366842.41243
6e33dc8e,1504396.10959
6e33dc93,1038979.09393
6e33dc97,1404839.04863
6e33dc9b,1390836.81836
6e33dc9f,1392539.8547
6e33dca4,1371360.28768
6e33dca8,1492638.39019
6e33dcae,1401843.11346
6e33dcb3,1190208.34636
6e33dcb7,1201745.95448
6e33dcbb,1327832.74206
6e33dcbd,1308941.20808
6e33dcbf,1393824.31461
6e33dcc2,1370089.95518
6e33dcc8,1010391.82749
6e33dccb,1363952.78641
6e33dccd,1540833.32364
6e33dcd2,1061783.45956
6e33dcd8,1269043.22164
6e33dcde,1159352.97521
6e33dce3,1319492.67353
6e33dce6,1210998.3671
6e33dce9,1186977.39937
6e33dced,1430942.23907
6e33dcf2,1492206.43249
6e33dcf5,1336076.23339
6e33dcfb,1373834.07111
6e33dd01,1292596.0244
6e33dd03,1251973.65134
6e33dd07,1468156.33728
6e33dd0a,1094126.30402
6e33dd0d,873619.259545
6e33dd0f,1182259.72736
6e33dd11,1392951.26579
6e33dd13,1486736.28437
6e33dd16,1197601.6913
6e33dd1b,1336119.22732
6e33dd1f,1321234.21528
6e33dd25,1383127.31163
6e33dd28,976633.464514
6e33dd2e,1348834.78818
6e33dd32,1242378.5081
6e33dd37,1449451.86766
6e33dd3a,1131416.39172
6e33dd3f,1457401.64597
6e33dd45,1308910.47078
6e33dd4a,1422723.64323
6e33dd50,1231139.93192
6e33dd52,1431026.67351
6e33dd58,1438877.23857
6e33dd5d,1562403.83975
6e33dd63,1532814.83584
6e33dd66,1152799.46311
6e33dd69,1290029.46676
6e33dd6b,1389290.87525
6e33dd6f,1250296.5925
6e33dd73,1317150.48906
6e33dd75,1409165.95052
6e33dd7a,1326701.80144
6e33dd7e,1425519.70656
6e33dd84,1425339.22616
6e33dd86,1410787.48286
6e33dd8a,1441443.26236
6e33dd8e,1282907.75154
6e33dd92,1139970.36246
6e33dd95,1317960.99264
6e33dd9b,1240408.86806
6e33dda1,1070081.45371
6e33dda6,1047677.68641
6e33dda9,1452864.68753
6e33ddab,1443042.63468
6e33ddb1,1384341.02652
6e33ddb3,1460973.83362
6e33ddb8,1524983.14727
6e33ddbd,1321554.66582
6e33ddc2,906845.013778
6e33ddc4,1378930.00284
6e33ddc7,1458708.05418
6e33ddca,1390885.78954
6e33ddce,1412411.58221
6e33ddd0,882572.169147
6e33ddd5,1547264.35093
6e33ddda,1065316.11685
6e33dddc,1335959.80675
6e33ddde,1496192.33791
6e33dde1,1296694.58019
6e33dde7,1298550.23006
6e33ddea,1506457.43397
6e33ddf0,1098906.41393
6e33ddf6,1377738.40703
6e33ddf9,838420.367407
6e33ddfc,1310564.24067
6e33de00,1379736.80605
6e33de02,970370.725387
6e33de04,1173146.39444
6e33de0a,1243999.59538
6e33de0e,1510499.24328
6e33de10,1173453.68114
6e33de16,1376162.6735
6e33de18,1258403.90194
6e33de1d,1357535.35899
6e33de22,1212138.74068
6e33de24,1437548.90752
6e33de2a,1370306.48879
6e33de2f,1442900.61825
6e33de35,1386567.69833
6e33de3a,1399394.05411
6e33de3e,1433811.40964
6e33de42,1484872.57034
6e33de47,1072196.9061
6e33de4b,1627599.7175
6e33de4e,1382275.95501
6e33de54,882218.030218
6e33de56,1595847.65199
6e33de58,1031759.17329
6e33de5a,1337281.11863
6e33de5c,971449.694617
6e33de61,1572255.65872
6e33de65,1422000.63564
6e33de6a,1232476.95934
6e33de6e,1328973.25137
6e33de70,1287102.54051
6e33de76,1349368.55221
6e33de7b,938521.761841
6e33de80,1499759.16938
6e33de85,1426017.17682
6e33de88,985857.215242
6e33de8e,1423852.16815
6e33de91,1478021.64566
6e33de95,1259524.4328
6e33de97,1466741.59058
6e33de9b,1539527.20415
6e33dea1,1354309.62096
6e33dea5,1144876.01989
6e33dea8,987435.216985
6e33deaa,1155269.36261
6e33dead,1152546.61057
6e33deb3,1410827.39184
6e33deb9,1104585.95418
6e33debd,1461722.88548
6e33dec1,1116332.81013
6e33dec4,1559153.58342
6e33dec9,1221309.62632
6e33decc,1512016.05443
6e33ded2,1412195.50102
6e33ded7,1504311.48931
6e33dedb,1277920.83331
6e33dede,1554373.48431
6e33dee2,1331891.36663
6e33dee6,1134357.79506
6e33deec,1341012.78687
6e33def0,1461508.86408
6e33def6,880254.647784
6e33def8,1350789.95983
6e33defc,1345862.06067
6e33df02,1444881.0963
6e33df04,1403518.38056
6e33df07,1370989.4189
6e33df0c,1246155.64244
6e33df0f,1447617.86208
6e33df14,1515089.56774
6e33df19,1306790.03999
6e33df1f,1269526.73395
6e33df25,1424658.48597
6e33df29,1299679.08543
6e33df2e,1338036.72449
6e33df33,1456852.19407
6e33df35,1173283.04746
6e33df39,1226057.1195
6e33df3d,779143.518518
6e33df41,1496499.78174
6e33df45,940500.890456
6e33df4a,1351097.63862
6e33df4e,1447169.12096
6e33df54,1375595.98683
6e33df58,1215509.9081
6e33df5c,914784.797779
6e33df62,1315873.22765
6e33df64,1512340.92309
6e33df68,1362789.34423
6e33df6d,1221372.65657
6e33df72,1407338.98738
6e33df77,1184215.91894
6e33df7a,1101564.99756
6e33df7e,1119469.71079
6e33df82,1516070.28349
6e33df85,1275699.7004
6e33df88,1316454.44163
6e33df8c,1513012.73478
6e33df92,1240218.36543
6e33df94,1273926.94956
6e33df99,1362357.32527
6e33df9c,1350256.69283
6e33df9e,1487266.39669
6e33dfa4,1221170.64235
6e33dfa6,1233011.4248
6e33dfab,1326711.89128
6e33dfae,1486409.86372
6e33dfb2,1313159.93872
6e33dfb6,1456954.09743
6e33dfb8,1436609.23593
6e33dfba,1186304.79129
6e33dfbc,1385278.53415
6e33dfbe,1445671.55504
6e33dfc4,1346383.12555
6e33dfc9,1441582.14848
6e33dfcc,842572.825544
6e33dfd2,1309172.53312
6e33dfd4,1437202.45909
6e33dfd7,1336248.32577
6e33dfdd,1132198.93468
6e33dfe1,1263832.54125
6e33dfe3,1075314.30434
